,subj,condition,yvalue,decision-maker-ID,colour
72,resnet50_l2_eps0_1,0,0.959375,resnet50_l2_eps0_1,
73,resnet50_l2_eps0_1,90,0.66875,resnet50_l2_eps0_1,
74,resnet50_l2_eps0_1,180,0.71875,resnet50_l2_eps0_1,
75,resnet50_l2_eps0_1,270,0.659375,resnet50_l2_eps0_1,
76,resnet50_l2_eps0_25,0,0.965625,resnet50_l2_eps0_25,
77,resnet50_l2_eps0_25,90,0.60625,resnet50_l2_eps0_25,
78,resnet50_l2_eps0_25,180,0.728125,resnet50_l2_eps0_25,
79,resnet50_l2_eps0_25,270,0.596875,resnet50_l2_eps0_25,
80,resnet50_l2_eps0_5,0,0.95625,resnet50_l2_eps0_5,
81,resnet50_l2_eps0_5,90,0.615625,resnet50_l2_eps0_5,
82,resnet50_l2_eps0_5,180,0.696875,resnet50_l2_eps0_5,
83,resnet50_l2_eps0_5,270,0.621875,resnet50_l2_eps0_5,
84,resnet50_l2_eps1,0,0.93125,resnet50_l2_eps1,
85,resnet50_l2_eps1,90,0.59375,resnet50_l2_eps1,
86,resnet50_l2_eps1,180,0.696875,resnet50_l2_eps1,
87,resnet50_l2_eps1,270,0.6125,resnet50_l2_eps1,
88,resnet50_l2_eps3,0,0.896875,resnet50_l2_eps3,
89,resnet50_l2_eps3,90,0.4875,resnet50_l2_eps3,
90,resnet50_l2_eps3,180,0.61875,resnet50_l2_eps3,
91,resnet50_l2_eps3,270,0.546875,resnet50_l2_eps3,
92,resnet50_l2_eps5,0,0.84375,resnet50_l2_eps5,
93,resnet50_l2_eps5,90,0.403125,resnet50_l2_eps5,
94,resnet50_l2_eps5,180,0.55,resnet50_l2_eps5,
95,resnet50_l2_eps5,270,0.39375,resnet50_l2_eps5,
96,wide_resnet50_2_l2_eps0,0,0.96875,wide_resnet50_2_l2_eps0,
97,wide_resnet50_2_l2_eps0,90,0.684375,wide_resnet50_2_l2_eps0,
98,wide_resnet50_2_l2_eps0,180,0.73125,wide_resnet50_2_l2_eps0,
99,wide_resnet50_2_l2_eps0,270,0.63125,wide_resnet50_2_l2_eps0,
100,wide_resnet50_2_l2_eps0_01,0,0.965625,wide_resnet50_2_l2_eps0_01,
101,wide_resnet50_2_l2_eps0_01,90,0.69375,wide_resnet50_2_l2_eps0_01,
102,wide_resnet50_2_l2_eps0_01,180,0.753125,wide_resnet50_2_l2_eps0_01,
